Code,Phases,NVolt_kV,DemP_kW,DemQ_kVAr,Subest,Feeder,Pinst_kW,Qinst_kVAr,Yearly_kWh,NumCust,
P1RLV5562 ,1 ,0.42  ,3.91    ,0.79   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,9.78    ,1.99   ,26842.29   ,1 ,
P1RLV5563 ,1 ,0.42  ,3.26    ,0.66   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,8.16    ,1.66   ,22393.44   ,1 ,
P1RLV5564 ,1 ,0.42  ,5.06    ,1.03   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,12.66   ,2.57   ,34750.43   ,1 ,
P1RLV5565 ,1 ,0.42  ,4.89    ,0.99   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,12.22   ,2.48   ,33534.15   ,1 ,
P1RLV5566 ,1 ,0.42  ,4.55    ,0.92   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,11.38   ,2.31   ,31231.14   ,1 ,
P1RLV5567 ,1 ,0.42  ,7.79    ,1.58   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,19.48   ,3.95   ,53469.88   ,1 ,
P1RLV5568 ,1 ,0.42  ,4.97    ,1.01   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,12.42   ,2.52   ,34083.15   ,1 ,
P1RLV5569 ,1 ,0.42  ,8.66    ,1.76   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,21.65   ,4.40   ,59434.70   ,1 ,
P1RLV5570 ,1 ,0.42  ,4.04    ,0.82   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,10.10   ,2.05   ,27729.41   ,1 ,
P1RLV5571 ,1 ,0.42  ,4.16    ,0.85   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,10.41   ,2.11   ,28566.21   ,1 ,
P1RLV5572 ,1 ,0.42  ,4.25    ,0.86   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,10.63   ,2.16   ,29169.57   ,1 ,
P1RLV5573 ,1 ,0.42  ,3.15    ,0.64   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,7.88    ,1.60   ,21627.17   ,1 ,
P1RLV5574 ,1 ,0.42  ,1.38    ,0.28   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,3.45    ,0.70   ,8512.56    ,1 ,
P1RLV5575 ,1 ,0.42  ,5.10    ,1.04   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,12.76   ,2.59   ,35029.88   ,1 ,
P1RLV5576 ,1 ,0.42  ,4.61    ,0.94   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,11.51   ,2.34   ,31611.95   ,1 ,
P1RLV5577 ,1 ,0.42  ,1.58    ,0.32   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,3.95    ,0.80   ,12188.58   ,1 ,
P1RLV5578 ,1 ,0.42  ,2.36    ,0.48   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,5.90    ,1.20   ,16658.95   ,1 ,
P1RLV5579 ,1 ,0.42  ,4.48    ,0.91   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,11.20   ,2.27   ,30738.17   ,1 ,
P1RLV5580 ,1 ,0.42  ,3.83    ,0.78   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,9.57    ,1.94   ,26261.08   ,1 ,
P1RLV5581 ,1 ,0.42  ,2.76    ,0.56   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,6.89    ,1.40   ,18925.38   ,1 ,
P1RLV5582 ,1 ,0.42  ,1.38    ,0.28   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,3.45    ,0.70   ,10505.41   ,1 ,
P1RLV5583 ,1 ,0.42  ,4.13    ,0.84   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,10.32   ,2.10   ,28334.47   ,1 ,
P1RLV5584 ,1 ,0.42  ,1.38    ,0.28   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,3.45    ,0.70   ,10320.49   ,1 ,
P1RLV5585 ,1 ,0.42  ,2.82    ,0.57   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,7.06    ,1.43   ,19376.40   ,1 ,
P1RLV5586 ,1 ,0.42  ,3.71    ,0.75   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,9.28    ,1.88   ,25462.98   ,1 ,
P1RLV5587 ,1 ,0.42  ,1.75    ,0.36   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,4.38    ,0.89   ,13211.08   ,1 ,
P1RLV5588 ,1 ,0.42  ,3.40    ,0.69   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,8.50    ,1.73   ,23340.55   ,1 ,
P1RLV5589 ,1 ,0.42  ,1.38    ,0.28   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,3.45    ,0.70   ,7091.25    ,1 ,
P1RLV5590 ,1 ,0.42  ,2.05    ,0.42   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,5.11    ,1.04   ,14873.28   ,1 ,
P1RLV5591 ,1 ,0.42  ,7.08    ,1.44   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,17.69   ,3.59   ,48575.97   ,1 ,
P1RLV5592 ,1 ,0.42  ,3.92    ,0.80   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,9.79    ,1.99   ,26876.17   ,1 ,
P1RLV5593 ,1 ,0.42  ,4.48    ,0.91   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,11.20   ,2.27   ,30742.45   ,1 ,
P1RLV5594 ,1 ,0.42  ,3.30    ,0.67   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,8.26    ,1.68   ,22681.69   ,1 ,
P1RLV5595 ,1 ,0.42  ,4.93    ,1.00   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,12.32   ,2.50   ,33817.73   ,1 ,
P1RLV5596 ,1 ,0.42  ,6.22    ,1.26   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,15.56   ,3.16   ,42705.53   ,1 ,
P1RLV5597 ,1 ,0.42  ,6.45    ,1.31   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,16.11   ,3.27   ,44236.16   ,1 ,
P1RLV5598 ,1 ,0.42  ,3.69    ,0.75   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,9.22    ,1.87   ,25315.13   ,1 ,
P1RLV5599 ,1 ,0.42  ,4.92    ,1.00   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,12.31   ,2.50   ,33794.30   ,1 ,
P1RLV5600 ,1 ,0.42  ,4.60    ,0.93   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,11.50   ,2.33   ,31565.46   ,1 ,
P1RLV5601 ,1 ,0.42  ,7.40    ,1.50   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,18.51   ,3.76   ,50813.52   ,1 ,
P1RLV5602 ,1 ,0.42  ,2.90    ,0.59   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,7.26    ,1.47   ,19934.67   ,1 ,
P1RLV5603 ,1 ,0.42  ,3.93    ,0.80   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,9.81    ,1.99   ,26941.67   ,1 ,
P1RLV5604 ,1 ,0.42  ,1.38    ,0.28   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,3.45    ,0.70   ,9503.48    ,1 ,
P1RLV5605 ,1 ,0.42  ,6.69    ,1.36   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,16.72   ,3.40   ,45909.93   ,1 ,
P1RLV5606 ,1 ,0.42  ,7.22    ,1.47   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,18.05   ,3.67   ,49552.14   ,1 ,
P1RLV5607 ,1 ,0.42  ,3.70    ,0.75   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,9.26    ,1.88   ,25420.80   ,1 ,
P1RLV5608 ,1 ,0.42  ,4.02    ,0.82   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,10.06   ,2.04   ,27613.43   ,1 ,
P1RLV5609 ,1 ,0.42  ,4.99    ,1.01   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,12.47   ,2.53   ,34229.87   ,1 ,
P1RLV5610 ,1 ,0.42  ,2.93    ,0.59   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,7.32    ,1.49   ,20089.22   ,1 ,
P1RLV5611 ,1 ,0.42  ,3.31    ,0.67   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,8.27    ,1.68   ,22707.18   ,1 ,
P1RLV5612 ,1 ,0.42  ,3.04    ,0.62   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,7.60    ,1.54   ,20869.91   ,1 ,
P1RLV5613 ,1 ,0.42  ,3.84    ,0.78   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,9.60    ,1.95   ,26356.66   ,1 ,
P1RLV5614 ,1 ,0.42  ,7.33    ,1.49   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,18.32   ,3.72   ,50306.88   ,1 ,
P1RLV5615 ,1 ,0.42  ,3.33    ,0.68   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,8.32    ,1.69   ,22841.53   ,1 ,
P1RLV5616 ,1 ,0.42  ,1.38    ,0.28   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,3.45    ,0.70   ,9610.19    ,1 ,
P1RLV5617 ,1 ,0.42  ,4.46    ,0.91   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,11.15   ,2.26   ,30603.80   ,1 ,
P1RLV5618 ,1 ,0.42  ,3.68    ,0.75   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,9.21    ,1.87   ,25280.48   ,1 ,
P1RLV5619 ,1 ,0.42  ,3.06    ,0.62   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,7.66    ,1.56   ,21027.64   ,1 ,
P1RLV5620 ,1 ,0.42  ,3.42    ,0.70   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,8.56    ,1.74   ,23490.91   ,1 ,
P1RLV5621 ,1 ,0.42  ,5.78    ,1.17   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,14.45   ,2.93   ,39677.21   ,1 ,
P1RLV5622 ,1 ,0.42  ,5.37    ,1.09   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,13.42   ,2.73   ,36846.89   ,1 ,
P1RLV5623 ,1 ,0.42  ,2.59    ,0.53   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,6.48    ,1.32   ,17970.05   ,1 ,
P1RLV5624 ,1 ,0.42  ,4.47    ,0.91   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,11.18   ,2.27   ,30695.58   ,1 ,
P1RLV5625 ,1 ,0.42  ,12.38   ,2.51   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,30.96   ,6.29   ,84983.39   ,1 ,
P1RLV5626 ,1 ,0.42  ,5.08    ,1.03   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,12.69   ,2.58   ,34836.62   ,1 ,
P1RLV5627 ,1 ,0.42  ,4.69    ,0.95   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,11.73   ,2.38   ,32190.41   ,1 ,
P1RLV5628 ,1 ,0.42  ,3.10    ,0.63   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,7.76    ,1.58   ,21298.00   ,1 ,
P1RLV5629 ,1 ,0.42  ,2.47    ,0.50   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,6.19    ,1.26   ,17304.80   ,1 ,
P1RLV5630 ,1 ,0.42  ,5.80    ,1.18   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,14.50   ,2.95   ,39819.30   ,1 ,
P1RLV5631 ,1 ,0.42  ,4.12    ,0.84   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,10.31   ,2.09   ,28303.29   ,1 ,
P1RLV5632 ,1 ,0.42  ,3.34    ,0.68   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,8.36    ,1.70   ,22940.26   ,1 ,
P1RLV5633 ,1 ,0.42  ,4.88    ,0.99   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,12.19   ,2.48   ,33477.22   ,1 ,
P1RLV5634 ,1 ,0.42  ,4.65    ,0.94   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,11.63   ,2.36   ,31937.07   ,1 ,
P1RLV5635 ,1 ,0.42  ,4.29    ,0.87   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,10.72   ,2.18   ,29430.54   ,1 ,
P1RLV5636 ,1 ,0.42  ,2.80    ,0.57   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,7.01    ,1.42   ,19249.66   ,1 ,
P1RLV5637 ,1 ,0.42  ,6.07    ,1.23   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,15.17   ,3.08   ,41638.66   ,1 ,
P1RLV5638 ,1 ,0.42  ,4.66    ,0.95   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,11.64   ,2.36   ,31951.84   ,1 ,
P1RLV5639 ,1 ,0.42  ,3.08    ,0.63   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,7.70    ,1.56   ,21149.95   ,1 ,
P1RLV5640 ,1 ,0.42  ,1.41    ,0.29   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,3.53    ,0.72   ,11088.44   ,1 ,
P1RLV5641 ,1 ,0.42  ,6.49    ,1.32   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,16.23   ,3.30   ,44551.36   ,1 ,
P1RLV5642 ,1 ,0.42  ,5.15    ,1.05   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,12.87   ,2.61   ,35323.39   ,1 ,
P1RLV5643 ,1 ,0.42  ,3.70    ,0.75   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,9.24    ,1.88   ,25365.19   ,1 ,
P1RLV5644 ,1 ,0.42  ,3.42    ,0.69   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,8.54    ,1.73   ,23448.53   ,1 ,
P1RLV5645 ,1 ,0.42  ,4.15    ,0.84   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,10.37   ,2.10   ,28456.54   ,1 ,
P1RLV5646 ,1 ,0.42  ,3.37    ,0.68   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,8.42    ,1.71   ,23118.65   ,1 ,
P1RLV5647 ,1 ,0.42  ,1.38    ,0.28   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,3.45    ,0.70   ,9071.06    ,1 ,
P1RLV5648 ,1 ,0.42  ,3.08    ,0.63   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,7.70    ,1.56   ,21136.70   ,1 ,
P1RLV5649 ,1 ,0.42  ,2.92    ,0.59   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,7.30    ,1.48   ,20028.57   ,1 ,
P1RLV5650 ,1 ,0.42  ,8.30    ,1.68   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,20.74   ,4.21   ,56946.69   ,1 ,
P1RLV5651 ,1 ,0.42  ,4.96    ,1.01   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,12.39   ,2.52   ,34020.37   ,1 ,
P1RLV5652 ,1 ,0.42  ,3.38    ,0.69   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,8.46    ,1.72   ,23229.03   ,1 ,
P1RLV5653 ,1 ,0.42  ,4.76    ,0.97   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,11.90   ,2.42   ,32661.76   ,1 ,
P1RLV5654 ,1 ,0.42  ,3.08    ,0.63   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,7.70    ,1.56   ,21150.44   ,1 ,
P1RLV5655 ,1 ,0.42  ,3.80    ,0.77   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,9.49    ,1.93   ,26066.50   ,1 ,
P1RLV5656 ,3 ,0.42  ,36.79   ,7.47   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,91.99   ,18.68  ,272866.70  ,1 ,
P1RLV5657 ,3 ,0.42  ,75.85   ,15.40  ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,189.63  ,38.51  ,562510.70  ,1 ,
P1RLV5658 ,1 ,0.42  ,2.80    ,0.57   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,7.01    ,1.42   ,19247.25   ,1 ,
P1RLV5659 ,1 ,0.42  ,2.94    ,0.60   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,7.35    ,1.49   ,20187.13   ,1 ,
P1RLV5660 ,1 ,0.42  ,3.48    ,0.71   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,8.70    ,1.77   ,23886.42   ,1 ,
P1RLV5661 ,1 ,0.42  ,1.62    ,0.33   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,4.04    ,0.82   ,12419.53   ,1 ,
P1RLV5662 ,1 ,0.42  ,5.68    ,1.15   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,14.20   ,2.88   ,38981.54   ,1 ,
P1RLV5663 ,1 ,0.42  ,6.56    ,1.33   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,16.39   ,3.33   ,44994.43   ,1 ,
P1RLV5664 ,1 ,0.42  ,2.82    ,0.57   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,7.05    ,1.43   ,19367.03   ,1 ,
P1RLV5665 ,1 ,0.42  ,3.61    ,0.73   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,9.03    ,1.83   ,24781.18   ,1 ,
P1RLV5666 ,1 ,0.42  ,5.56    ,1.13   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,13.90   ,2.82   ,38149.95   ,1 ,
P1RLV5667 ,1 ,0.42  ,3.04    ,0.62   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,7.60    ,1.54   ,20863.40   ,1 ,
P1RLV5668 ,1 ,0.42  ,4.13    ,0.84   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,10.31   ,2.09   ,28313.89   ,1 ,
P1RLV5669 ,1 ,0.42  ,3.51    ,0.71   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,8.77    ,1.78   ,24063.93   ,1 ,
P1RLV5670 ,1 ,0.42  ,3.37    ,0.68   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,8.41    ,1.71   ,23096.90   ,1 ,
P1RLV5671 ,1 ,0.42  ,5.11    ,1.04   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,12.78   ,2.60   ,35091.21   ,1 ,
P1RLV5672 ,1 ,0.42  ,3.58    ,0.73   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,8.95    ,1.82   ,24569.73   ,1 ,
P1RLV5673 ,1 ,0.42  ,3.58    ,0.73   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,8.95    ,1.82   ,24576.35   ,1 ,
P1RLV5674 ,1 ,0.42  ,10.32   ,2.09   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,25.79   ,5.24   ,70807.14   ,1 ,
P1RLV5675 ,1 ,0.42  ,7.80    ,1.58   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,19.51   ,3.96   ,53566.42   ,1 ,
P1RLV5676 ,1 ,0.42  ,2.89    ,0.59   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,7.21    ,1.46   ,19805.87   ,1 ,
P1RLV5677 ,1 ,0.42  ,2.86    ,0.58   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,7.16    ,1.45   ,19643.92   ,1 ,
P1RLV5678 ,1 ,0.42  ,4.36    ,0.89   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,10.90   ,2.21   ,29930.75   ,1 ,
P1RLV5679 ,1 ,0.42  ,3.41    ,0.69   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,8.53    ,1.73   ,23405.89   ,1 ,
P1RLV5680 ,1 ,0.42  ,4.65    ,0.95   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,11.64   ,2.36   ,31942.00   ,1 ,
P1RLV5681 ,1 ,0.42  ,4.74    ,0.96   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,11.85   ,2.41   ,32530.69   ,1 ,
P1RLV5682 ,1 ,0.42  ,5.07    ,1.03   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,12.67   ,2.57   ,34783.32   ,1 ,
P1RLV5683 ,1 ,0.42  ,2.97    ,0.60   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,7.42    ,1.51   ,20366.94   ,1 ,
P1RLV5684 ,1 ,0.42  ,12.99   ,2.64   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,32.48   ,6.60   ,89162.63   ,1 ,
P1RLV5685 ,1 ,0.42  ,3.68    ,0.75   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,9.20    ,1.87   ,25248.88   ,1 ,
P1RLV5686 ,1 ,0.42  ,1.63    ,0.33   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,4.08    ,0.83   ,12520.57   ,1 ,
P1RLV5687 ,1 ,0.42  ,1.96    ,0.40   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,4.90    ,1.00   ,14398.61   ,1 ,
P1RLV5688 ,1 ,0.42  ,3.93    ,0.80   ,RHS2_1247 ,RHS2_1247 -> RDT1264 ,9.82    ,1.99   ,26945.90   ,1 ,
P1RLV5689 ,1 ,0.42  ,3.74    ,0.76   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,9.34    ,1.90   ,25643.02   ,1 ,
P1RLV5690 ,1 ,0.42  ,6.95    ,1.41   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,17.37   ,3.53   ,47676.77   ,1 ,
P1RLV5691 ,1 ,0.42  ,6.29    ,1.28   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,15.73   ,3.19   ,43174.00   ,1 ,
P1RLV5692 ,1 ,0.42  ,3.58    ,0.73   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,8.96    ,1.82   ,24590.08   ,1 ,
P1RLV5693 ,1 ,0.42  ,2.80    ,0.57   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,7.01    ,1.42   ,19233.85   ,1 ,
P1RLV5694 ,1 ,0.42  ,3.94    ,0.80   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,9.84    ,2.00   ,27023.41   ,1 ,
P1RLV5695 ,1 ,0.42  ,3.10    ,0.63   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,7.75    ,1.57   ,21272.19   ,1 ,
P1RLV5696 ,1 ,0.42  ,4.30    ,0.87   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,10.76   ,2.18   ,29534.52   ,1 ,
P1RLV5697 ,1 ,0.42  ,3.75    ,0.76   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,9.39    ,1.91   ,25764.93   ,1 ,
P1RLV5698 ,1 ,0.42  ,5.58    ,1.13   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,13.94   ,2.83   ,38267.02   ,1 ,
P1RLV5699 ,1 ,0.42  ,2.18    ,0.44   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,5.45    ,1.11   ,15638.24   ,1 ,
P1RLV5700 ,1 ,0.42  ,2.93    ,0.60   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,7.33    ,1.49   ,20122.51   ,1 ,
P1RLV5701 ,1 ,0.42  ,4.07    ,0.83   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,10.18   ,2.07   ,27934.08   ,1 ,
P1RLV5702 ,1 ,0.42  ,4.19    ,0.85   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,10.47   ,2.13   ,28744.84   ,1 ,
P1RLV5703 ,1 ,0.42  ,3.41    ,0.69   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,8.53    ,1.73   ,23419.84   ,1 ,
P1RLV5704 ,1 ,0.42  ,6.29    ,1.28   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,15.72   ,3.19   ,43148.79   ,1 ,
P1RLV5705 ,1 ,0.42  ,5.28    ,1.07   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,13.19   ,2.68   ,36219.29   ,1 ,
P1RLV5706 ,1 ,0.42  ,3.85    ,0.78   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,9.62    ,1.95   ,26408.83   ,1 ,
P1RLV5707 ,1 ,0.42  ,3.39    ,0.69   ,RHS0_1247 ,RHS0_1247 -> RDT1948 ,8.47    ,1.72   ,23257.51   ,1 ,
P1RLV5708 ,1 ,0.42  ,3.36    ,0.68   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,8.41    ,1.71   ,23090.25   ,1 ,
P1RLV5709 ,1 ,0.42  ,1.98    ,0.40   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,4.96    ,1.01   ,14525.22   ,1 ,
P1RLV5710 ,1 ,0.42  ,7.01    ,1.42   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,17.51   ,3.56   ,48081.81   ,1 ,
P1RLV5711 ,1 ,0.42  ,2.88    ,0.59   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,7.21    ,1.46   ,19795.01   ,1 ,
P1RLV5712 ,1 ,0.42  ,2.41    ,0.49   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,6.01    ,1.22   ,16911.30   ,1 ,
P1RLV5713 ,1 ,0.42  ,3.74    ,0.76   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,9.34    ,1.90   ,25640.75   ,1 ,
P1RLV5714 ,1 ,0.42  ,3.55    ,0.72   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,8.87    ,1.80   ,24354.89   ,1 ,
P1RLV5715 ,1 ,0.42  ,1.53    ,0.31   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,3.82    ,0.78   ,11841.41   ,1 ,
P1RLV5716 ,1 ,0.42  ,3.98    ,0.81   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,9.95    ,2.02   ,27323.64   ,1 ,
P1RLV5717 ,1 ,0.42  ,4.54    ,0.92   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,11.36   ,2.31   ,31177.11   ,1 ,
P1RLV5718 ,1 ,0.42  ,3.67    ,0.74   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,9.17    ,1.86   ,25174.24   ,1 ,
P1RLV5719 ,1 ,0.42  ,1.52    ,0.31   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,3.79    ,0.77   ,11761.61   ,1 ,
P1RLV5720 ,1 ,0.42  ,2.68    ,0.54   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,6.71    ,1.36   ,18480.17   ,1 ,
P1RLV5721 ,1 ,0.42  ,2.01    ,0.41   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,5.01    ,1.02   ,14649.51   ,1 ,
P1RLV5722 ,1 ,0.42  ,4.01    ,0.81   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,10.03   ,2.04   ,27539.90   ,1 ,
P1RLV5723 ,1 ,0.42  ,1.64    ,0.33   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,4.11    ,0.84   ,12598.32   ,1 ,
P1RLV5724 ,1 ,0.42  ,3.32    ,0.67   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,8.31    ,1.69   ,22813.26   ,1 ,
P1RLV5725 ,1 ,0.42  ,2.35    ,0.48   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,5.86    ,1.19   ,16573.65   ,1 ,
P1RLV5726 ,1 ,0.42  ,3.41    ,0.69   ,RHS3_1247 ,RHS3_1247 -> RDT2705 ,8.52    ,1.73   ,23395.99   ,1 ,
